,epoch,train_loss,val_loss,train_accuracy,val_accuracy
0,1,2.161182350347906,1773.3676096189329,0.13950398582816653,0.1275465013286094
1,2,2.0785418851276325,366.70761074589035,0.13596102745792737,0.14968999114260406
2,3,2.059346580843254,67882.96356965779,0.14304694419840566,0.1550044286979628
3,4,2.0502404582722193,2611.585255778501,0.14991142604074403,0.14437555358724535
4,5,2.048020424095269,95338.68607084027,0.1483613817537644,0.13817537643932684
5,6,2.0474688569669497,2626.858140649576,0.1474756421612046,0.16031886625332153
6,7,2.049794866090543,1953.433848200064,0.1488042515500443,0.15943312666076173
7,8,2.043902560184232,70004.73070310891,0.14570416297608504,0.15943312666076173
8,9,2.043656488981154,14537.442419057614,0.13883968113374667,0.1488042515500443
9,10,2.0440458353902513,302.48709316481734,0.137511071744907,0.14260407440212577
10,11,2.0378456276217007,1406.3687981703938,0.15168290522586358,0.14437555358724535
11,12,2.0413577400339293,65720.73890036413,0.14526129317980513,0.13994685562444642
12,13,2.043135298153697,2112.6720556900286,0.15035429583702392,0.1479185119574845
13,14,2.039597625221374,21055.468770147952,0.15389725420726305,0.141718334809566
14,15,2.0406436349988724,20519.341253150767,0.14481842338352524,0.15411868910540302
15,16,2.042601783894352,1548.6687601476353,0.14968999114260406,0.14348981399468555
16,17,2.0397917658380957,125.8529347402,0.15013286093888398,0.14437555358724535
17,18,2.0341844233503585,2600.8559934366476,0.15611160318866255,0.15854738706820196
18,19,2.038599860361976,3455.307687301568,0.14813994685562445,0.14260407440212577
19,20,2.0446531960560854,103744.75152143279,0.1470327723649247,0.16651904340124005
20,21,2.0387083056545343,2571.2610227162063,0.14968999114260406,0.14348981399468555
21,22,2.0422940461164667,1647.514912259167,0.14946855624446412,0.1470327723649247
22,23,2.0405099921990963,21.496766397021744,0.14193976970770594,0.14260407440212577
23,24,2.043580483608905,1629.7445638631698,0.14946855624446412,0.15146147032772364
24,25,2.0428837059450107,616.6881222146291,0.1488042515500443,0.15146147032772364
25,26,2.036226201205258,1154.0331674010697,0.1507971656333038,0.14614703277236493
26,27,2.03993070769669,8642.040665333623,0.1483613817537644,0.15234720992028344
27,28,2.036135475016781,35110.84118386578,0.1525686448184234,0.1470327723649247
28,29,2.0381495768882405,820.7742657137719,0.14481842338352524,0.1470327723649247
29,30,2.0380698543823956,2233.924736064551,0.14437555358724535,0.15766164747564215
30,31,2.0449891580323185,1977.9921540194005,0.14968999114260406,0.15146147032772364
31,32,2.0362724209380847,2.0299541635572433,0.1479185119574845,0.1488042515500443
32,33,2.041984777940492,88286.6692875384,0.1545615589016829,0.1479185119574845
33,34,2.04049018909701,1538.7205740765621,0.14503985828166518,0.1470327723649247
34,35,2.0408894297715516,105184.4029258704,0.14481842338352524,0.15146147032772364
35,36,2.0366495056845,30211.052619459144,0.15057573073516387,0.1488042515500443
36,37,2.0381000025067526,1865.9842701693146,0.15190434012400356,0.1408325952170062
37,38,2.0419416814065805,2022.3561691279112,0.15101860053144375,0.15234720992028344
38,39,2.0383471987541,1550.2492899835586,0.1536758193091231,0.1550044286979628
39,40,2.0379870533415234,1637.8113738998468,0.15057573073516387,0.15146147032772364
40,41,2.0356662900602003,19603.72070264394,0.14658990256864482,0.14968999114260406
41,42,2.041052475347257,1272.6513568271673,0.1512400354295837,0.15057573073516387
