,epoch,train_loss,val_loss,train_accuracy,val_accuracy
0,1,1.1442459796887778,38646.86084429108,0.5905668733392383,0.5952170062001771
1,2,1.1047129899236985,1.082257976618565,0.6031886625332152,0.6005314437555359
2,3,1.087491537375826,1.0728717458469874,0.6100531443755536,0.6058458813108946
3,4,1.0784435876182374,1.0740289214546432,0.616696191319752,0.6067316209034543
4,5,1.070051525418372,1.0652926821324338,0.6178033658104517,0.6076173604960142
5,6,1.0599942300254206,1.1674236473095323,0.6180248007085917,0.6067316209034543
6,7,1.0547492874207172,1.202220525543071,0.6184676705048716,0.6049601417183348
7,8,1.047778665861057,1.3043935383390388,0.6193534100974314,0.6067316209034543
8,9,1.0450019041345222,1.2094603265883968,0.6200177147918512,0.608503100088574
9,10,1.034556588417033,1.3647252757323327,0.6215677590788308,0.6067316209034543
10,11,1.0366681118894194,1.071091372951984,0.6226749335695305,0.608503100088574
11,12,1.0295685923025606,1.059498918647783,0.62466784765279,0.6102745792736936
12,13,1.0277410178611086,1.0802799291163023,0.6242249778565102,0.6102745792736936
13,14,1.029171320904241,1.0755716202214716,0.6242249778565102,0.6111603188662533
14,15,1.027544888434313,1.0820012856522316,0.6264393268379097,0.6138175376439327
15,16,1.0299718388421437,1.0782292001642306,0.6255535872453498,0.6129317980513729
16,17,1.0207040440835606,1.0553862443004065,0.6264393268379097,0.6120460584588131
17,18,1.0220140619442672,1.0355507181850125,0.62511071744907,0.6120460584588131
18,19,1.021110932208248,1.0370375334530197,0.6262178919397697,0.6129317980513729
19,20,1.0235711432221297,1.0358979807056294,0.6264393268379097,0.6129317980513729
20,21,1.0229275896023395,1.041936221483854,0.6264393268379097,0.6138175376439327
21,22,1.0195745169535688,1.0396904416903656,0.6264393268379097,0.6155890168290522
22,23,1.0187307511735955,1.0409217172750231,0.6273250664304695,0.6147032772364924
23,24,1.0196179399667744,1.0413992165252104,0.6262178919397697,0.6164747564216121
24,25,1.0214928512133994,1.0424299519921532,0.6257750221434898,0.6164747564216121
25,26,1.0211558481356653,1.0379054707906434,0.6262178919397697,0.6147032772364924
26,27,1.0190140716368588,1.037461603712043,0.6282108060230293,0.6155890168290522
27,28,1.0305228286659538,1.0407014656003541,0.6257750221434898,0.6147032772364924
